drug	disease	label
DB00002	C0585362	1
DB00002	C0007102	1
DB00005	C0003873	1
DB00005	C0038013	1
DB00009	C0034065	1
DB00013	C0034065	1
DB00036	C0019069	1
DB00036	C0040015	1
DB00041	C0023467	1
DB00051	C0003873	1
DB00051	C0038013	1
DB00051	C0010346	1
DB00051	C0009324	1
DB00056	C0023467	1
DB00065	C0010346	1
DB00065	C0009324	1
DB00065	C0003873	1
DB00065	C0038013	1
DB00091	C0003873	1
DB00108	C0026769	1
DB00108	C0010346	1
DB00112	C1621958	1
DB00112	C0302592	1
DB00145	C0035455	1
DB00146	C0035579	1
DB00153	C0035579	1
DB00153	C0029456	1
DB00169	C0035579	1
DB00169	C0029456	1
DB00175	C0038454	1
DB00175	C0020443	1
DB00180	C0004096	1
DB00201	C0030193	1
DB00201	C0149931	1
DB00203	C2973725	1
DB00203	C0242350	1
DB00206	C0020538	1
DB00223	C0011615	1
DB00227	C0020473	1
DB00227	C0020443	1
DB00240	C0011615	1
DB00244	C0009324	1
DB00252	C0038220	1
DB00252	C0014544	1
DB00252	C0238111	1
DB00266	C0027051	1
DB00266	C0040053	1
DB00277	C0024115	1
DB00277	C0004096	1
DB00277	C0034067	1
DB00282	C0029401	1
DB00288	C0011615	1
DB00313	C0014544	1
DB00316	C0030193	1
DB00316	C0149931	1
DB00316	C0015967	1
DB00317	C0007131	1
DB00321	C0011581	1
DB00323	C0030567	1
DB00328	C0003873	1
DB00328	C0038013	1
DB00328	C0029408	1
DB00328	C0018099	1
DB00331	C0011860	1
DB00338	C0038358	1
DB00351	C0476089	1
DB00361	C0007131	1
DB00368	C0004096	1
DB00368	C0006267	1
DB00368	C0034067	1
DB00368	C0030567	1
DB00388	C0015967	1
DB00388	C0035455	1
DB00390	C0004238	1
DB00393	C0038525	1
DB00394	C0035455	1
DB00394	C0004096	1
DB00396	C0476089	1
DB00396	C0014175	1
DB00398	C0007134	1
DB00398	C2239176	1
DB00421	C0020538	1
DB00421	C0013604	1
DB00435	C0020542	1
DB00441	C0007131	1
DB00441	C1140680	1
DB00443	C0024141	1
DB00443	C0036202	1
DB00443	C0021390	1
DB00443	C0019829	1
DB00443	C0004096	1
DB00443	C0010346	1
DB00443	C0003873	1
DB00443	C0024301	1
DB00443	C0002875	1
DB00443	C0011615	1
DB00443	C0026769	1
DB00443	C1260899	1
DB00443	C0033860	1
DB00443	C0038013	1
DB00443	C0024305	1
DB00451	C0020473	1
DB00451	C0677607	1
DB00454	C0030193	1
DB00457	C0020538	1
DB00458	C0011581	1
DB00459	C0033860	1
DB00461	C0029408	1
DB00461	C0003873	1
DB00480	C0026764	1
DB00480	C0334634	1
DB00482	C0003873	1
DB00482	C0038013	1
DB00482	C0029408	1
DB00494	C0030567	1
DB00499	C0033578	1
DB00500	C0029408	1
DB00500	C0003873	1
DB00502	C0036341	1
DB00515	C1140680	1
DB00515	C1336708	1
DB00530	C0007131	1
DB00540	C0011581	1
DB00541	C0035412	1
DB00541	C0027708	1
DB00541	C0024301	1
DB00541	C0079744	1
DB00541	C0019829	1
DB00541	C0027819	1
DB00541	C0024305	1
DB00547	C0011615	1
DB00554	C0029408	1
DB00554	C0003873	1
DB00570	C0019829	1
DB00570	C0024305	1
DB00573	C0003873	1
DB00573	C0029408	1
DB00573	C0030193	1
DB00575	C1263846	1
DB00575	C0020538	1
DB00586	C0029408	1
DB00586	C0003873	1
DB00586	C0038013	1
DB00586	C0030193	1
DB00588	C0034067	1
DB00588	C0011615	1
DB00590	C0020538	1
DB00591	C0011615	1
DB00594	C0013604	1
DB00594	C0020538	1
DB00603	C0014175	1
DB00603	C0476089	1
DB00605	C0038013	1
DB00605	C0003873	1
DB00605	C0029408	1
DB00608	C0003873	1
DB00608	C0024141	1
DB00619	C0221013	1
DB00619	C0238198	1
DB00620	C0024305	1
DB00620	C0021390	1
DB00620	C0002875	1
DB00620	C0010346	1
DB00620	C0004096	1
DB00620	C0036202	1
DB00620	C0026769	1
DB00620	C0011615	1
DB00620	C0024141	1
DB00620	C0003873	1
DB00620	C0019829	1
DB00620	C0033860	1
DB00620	C0038013	1
DB00620	C1260899	1
DB00620	C0024301	1
DB00622	C0020538	1
DB00623	C0036341	1
DB00624	C0010417	1
DB00626	C0022568	1
DB00630	C0029401	1
DB00635	C0010346	1
DB00635	C0024305	1
DB00635	C0024301	1
DB00635	C0004096	1
DB00635	C0023434	1
DB00635	C0019829	1
DB00635	C0024141	1
DB00635	C0033860	1
DB00635	C0026769	1
DB00635	C1260899	1
DB00635	C0002875	1
DB00635	C0079744	1
DB00635	C0036202	1
DB00635	C0003873	1
DB00635	C0038013	1
DB00635	C0021390	1
DB00636	C0020473	1
DB00641	C0038454	1
DB00641	C0020443	1
DB00661	C0004238	1
DB00661	C0020538	1
DB00663	C0011615	1
DB00668	C0006267	1
DB00668	C0004096	1
DB00668	C0034067	1
DB00682	C0040053	1
DB00692	C0031511	1
DB00696	C0149931	1
DB00707	C0007131	1
DB00707	C0546837	1
DB00712	C0029408	1
DB00712	C0003873	1
DB00716	C0004096	1
DB00717	C0014175	1
DB00731	C0011860	1
DB00740	C0002736	1
DB00741	C0010346	1
DB00741	C0024141	1
DB00741	C0003873	1
DB00741	C0021390	1
DB00741	C0022568	1
DB00741	C1260899	1
DB00741	C0002875	1
DB00741	C0026769	1
DB00741	C0033860	1
DB00741	C0019829	1
